salary,commission,age,elevel,car,zipcode,hvalue,hyears,loan,group
125977.434512,0,55,4,16,3,135000,26,33338.432023,1
36023.407757,69175.834211,55,2,14,7,135000,6,308492.982668,1
129261.913738,0,41,2,11,5,135000,4,447309.587958,0
122307.921717,0,38,2,13,4,135000,24,37043.035081,0
36955.543737,39495.639145,57,0,19,0,135000,12,436123.344306,1
124681.686489,0,35,0,12,5,135000,2,331418.877599,0
117274.328868,0,25,4,16,1,135000,19,500000,0
144017.901736,0,80,3,4,5,135000,11,336471.423889,0
72923.815163,31238.88217,27,0,14,8,61108.404119,1,230551.586283,0
20747.212586,57633.767641,80,4,7,7,135000,28,231737.084832,0
111987.027323,0,34,0,5,8,135000,21,317432.570733,0
102469.361589,0,74,0,20,5,135000,17,453188.912202,0
91378.112832,0,71,2,15,2,135000,19,69632.244328,0
119468.080186,0,59,4,1,1,135000,9,324682.845629,0
54305.332908,71182.861022,36,0,11,0,135000,12,381698.218296,0
150000,0,77,4,3,5,135000,5,327728.166177,0
31536.581623,37854.351533,74,1,19,1,135000,18,141112.101229,0
79370.173757,0,61,1,20,4,135000,25,396710.858729,0
87790.397635,0,59,1,7,1,135000,23,313885.529558,1
125806.492224,0,23,4,17,0,135000,23,272133.99223,0
49678.020964,70431.52204,27,0,6,5,135000,21,386459.269343,0
27860.665819,56193.052446,34,4,6,1,135000,6,116826.458092,0
35056.41276,74711.924035,31,0,11,3,135000,6,153614.75848,0
73307.715007,70294.225707,26,4,12,7,135000,20,206697.815194,0
95806.917986,0,74,2,6,5,135000,23,246294.342131,0
102591.85778,0,79,2,18,6,135000,5,64141.520965,0
122824.796122,0,73,1,2,5,135000,28,269823.463323,0
82683.606208,0,38,0,11,5,135000,29,48318.365867,0
106085.229618,0,34,3,2,3,135000,16,472004.405306,0
116993.449132,0,80,1,19,6,135000,6,101515.707663,0
108176.759631,0,62,1,1,1,135000,17,206262.33072,1
142858.350932,0,54,4,10,0,135000,22,477822.94197,1
61940.767608,38391.436351,56,4,7,3,135000,5,62242.686813,1
118854.186235,0,75,4,7,4,135000,23,369748.65273,0
44432.750887,13384.262891,23,0,15,8,57299.143586,1,71178.575703,0
118378.445389,0,68,0,2,4,135000,28,192119.462959,0
138093.848759,0,53,2,11,4,135000,9,373903.115314,1
123713.405493,0,47,1,20,5,135000,6,213505.081974,1
71136.315113,67886.176023,30,0,12,1,135000,20,93218.943393,0
110237.731204,0,45,4,9,3,135000,19,126716.062551,1
78289.573919,0,48,2,15,6,135000,16,81973.282319,1
132848.431304,0,54,0,18,6,135000,4,435825.35482,1
53766.798282,25263.283519,51,1,16,1,135000,12,106343.262524,1
147457.307946,0,57,0,19,4,135000,14,163740.558229,1
64741.725096,23284.66764,52,0,13,2,135000,14,352936.25268,1
129458.585396,0,44,3,5,2,135000,6,155706.467992,1
134292.851075,0,47,4,20,8,125662.236915,8,352354.078361,1
89436.250626,0,75,4,16,7,135000,30,42951.832049,0
96788.059061,0,35,0,16,2,135000,26,97249.543334,0
107137.619793,0,26,0,18,5,135000,14,307482.60216,0
147304.692321,0,52,2,7,3,135000,19,436596.505833,1
28300.892554,40877.486068,65,2,15,1,135000,28,309904.864829,0
73398.650137,0,51,0,12,4,135000,17,47045.394122,1
121832.257916,0,52,1,11,4,135000,22,361091.595511,1
127639.321925,0,32,0,19,1,135000,23,442572.603694,0
145212.174402,0,70,0,17,7,135000,23,82221.940071,0
128155.125494,0,37,3,13,1,135000,7,160587.600394,0
20292.944705,72305.132288,28,3,2,0,135000,18,356472.967118,0
76665.48167,51199.504482,77,0,11,6,135000,24,125713.0569,0
150000,0,70,1,20,5,135000,16,84706.604697,0
149415.214554,0,32,1,10,8,107526.981533,13,43952.581214,0
82665.190805,0,65,2,7,4,135000,19,141366.973714,0
77263.721678,28785.959521,26,1,6,1,135000,24,103601.103396,0
85437.476312,0,50,2,14,3,135000,19,80646.867829,1
94237.380859,0,78,0,3,6,135000,25,196619.614699,0
90019.645772,0,39,3,4,3,135000,25,392389.494695,0
97345.2109,0,44,4,20,1,135000,24,0,1
31928.523112,59697.517588,44,0,12,4,135000,8,390194.771379,1
62917.935578,11449.115721,77,4,3,3,135000,14,103107.465056,0
132496.392937,0,47,1,9,0,135000,11,396977.461205,1
85966.716179,0,54,1,11,0,135000,20,424378.094561,1
115431.713064,0,70,4,8,6,135000,6,204807.556639,0
137187.747163,0,78,0,11,1,135000,18,181136.3403,0
88764.521553,0,50,4,9,3,135000,7,406513.178218,1
131257.139341,0,46,1,10,8,122985.612073,7,16255.734223,1
38220.797135,17811.856283,73,4,1,5,135000,4,170782.059011,0
77808.566544,0,38,2,8,0,135000,10,454049.441008,0
77627.353111,51609.453862,43,4,20,5,135000,9,293220.443641,1
115024.577695,0,38,2,13,0,135000,12,303761.628205,0
117205.252451,0,39,1,1,4,135000,10,379253.90387,0
66938.25465,70855.441592,71,0,10,3,135000,3,325178.736706,0
22452.799543,20724.459378,73,4,7,0,135000,7,224076.74429,0
65152.06404,23347.281991,41,4,8,0,135000,17,261645.498826,1
59513.915327,66610.980634,29,2,15,3,135000,8,415605.715095,0
135035.263927,0,79,1,4,3,135000,18,359112.341272,0
127961.003996,0,47,0,11,1,135000,1,196948.248916,1
135940.963219,0,33,1,7,4,135000,13,344855.895249,0
48421.501384,33539.112815,41,3,17,4,135000,15,53195.844904,0
117936.288932,0,23,2,8,5,135000,4,288155.61884,0
142432.937949,0,61,2,15,5,135000,1,373818.501576,1
91677.695189,0,64,2,3,4,135000,13,257866.64134,0
113552.915394,0,42,0,15,5,135000,12,197626.059315,1
73526.888001,35907.644547,40,1,1,7,135000,24,392428.405718,1
95163.406662,0,63,0,10,7,135000,17,287399.687629,0
137872.260414,0,42,4,12,5,135000,7,235802.21331,1
57284.452508,51537.610458,64,0,6,6,135000,2,101821.798105,0
130455.822137,0,70,4,16,6,135000,27,486972.123803,0
109104.811309,0,21,3,15,6,135000,10,226534.727617,0
33555.541605,14189.091821,31,4,20,2,135000,10,69517.18137,0
63942.585179,38989.339473,49,1,1,2,135000,20,329070.216156,1
95503.444314,0,62,0,13,3,135000,21,46498.456057,0
74098.457441,35473.053412,51,0,5,6,135000,12,360584.929304,1
129414.947419,0,23,4,17,6,135000,11,124024.313131,0
102382.38758,0,29,2,15,8,59600.211235,10,462817.883759,0
131791.262733,0,57,3,18,3,135000,2,204716.821418,1
54284.292124,33667.54691,28,2,9,6,135000,8,211155.148619,0
110683.869145,0,34,0,19,4,135000,28,310001.425875,0
60028.900659,62919.138096,56,3,14,6,135000,24,136876.817718,1
59326.242098,12727.760509,30,3,15,0,135000,15,277587.139145,0
150000,0,45,3,13,3,135000,8,293866.823241,1
139751.215339,0,35,0,5,5,135000,13,0,0
80627.293673,0,27,2,16,8,135000,29,359984.483224,0
42181.079646,41954.596757,32,0,8,3,135000,14,384309.909654,0
22480.691599,30219.443614,21,0,15,2,135000,18,71814.356851,0
32358.40501,56005.455839,27,1,20,1,135000,5,130875.292199,0
95757.136282,0,46,3,5,0,135000,30,454591.964129,1
69865.94242,71043.604138,30,3,17,7,135000,8,160417.35523,0
32616.26739,51818.912398,74,3,7,2,135000,22,339856.739648,0
137773.475766,0,62,0,11,3,135000,22,182448.433493,0
105859.179214,0,24,3,20,8,54325.916807,21,121411.638605,0
136425.984001,0,29,2,1,1,135000,17,365473.89004,0
29155.928804,25178.140204,38,1,15,7,135000,13,410623.89352,0
46027.898555,60256.187597,72,2,10,3,135000,8,220311.59548,0
116861.722898,0,58,4,13,6,135000,5,82236.297944,1
127118.496678,0,62,3,11,5,135000,29,55652.132179,0
132270.497496,0,27,3,15,2,135000,6,237127.353927,0
101966.960599,0,75,0,19,4,135000,12,366462.573011,0
128861.622819,0,68,4,2,7,135000,4,110492.715294,0
122695.209641,0,80,0,4,5,135000,30,114076.365787,0
28564.686335,73657.160904,37,4,5,6,135000,20,125208.426386,0
126779.356473,0,68,4,2,8,59295.02826,9,371034.779989,0
102979.339432,0,29,0,16,2,135000,20,94943.740104,0
57440.24327,11216.130959,53,2,16,6,135000,16,10710.55191,1
66935.725649,43607.693046,77,1,10,7,135000,26,31882.60902,0
95982.568695,0,64,4,20,8,69077.624805,30,275925.696995,0
43565.081888,55058.286652,64,2,4,5,135000,3,408137.979099,0
72949.540485,0,57,3,13,0,135000,5,284560.708321,1
100743.619419,0,60,3,14,3,135000,29,327167.774384,1
52725.354573,33406.103311,65,3,14,5,135000,16,23734.614866,0
61307.201151,23813.556931,40,3,16,8,60056.973325,3,383887.898124,1
124447.316807,0,50,2,20,7,135000,20,10869.745069,1
144604.271512,0,55,1,4,2,135000,20,360823.119123,1
99789.15433,0,26,4,16,5,135000,28,137414.104257,0
108837.698109,0,54,0,8,0,135000,13,279729.758565,1
106907.802528,0,53,1,9,4,135000,18,205013.480032,1
52219.296599,10000,58,4,9,0,135000,22,307750.792965,1
49666.53095,52425.736977,62,2,6,6,135000,2,109000.825539,0
128853.660647,0,76,0,17,4,135000,26,33019.095367,0
122346.580572,0,31,1,7,8,109458.783933,9,381670.631006,0
65060.893475,27476.437384,26,3,18,7,135000,25,94964.814795,0
150000,0,42,1,6,6,135000,22,106535.477397,1
87055.623251,0,70,2,10,2,135000,15,350769.432646,0
125684.416833,0,71,1,7,0,135000,16,289422.977297,0
106181.013988,0,39,1,18,7,135000,9,64679.360851,1
71109.12312,26643.138745,70,3,3,2,135000,24,265326.931755,0
107580.346133,0,49,4,11,0,135000,20,291693.02547,1
41694.803391,62836.311351,33,1,16,4,135000,21,110468.238943,0
46732.67229,68941.540013,80,2,4,4,135000,20,208495.503052,0
33346.758378,34502.289018,72,4,18,8,120903.625452,30,484809.306462,0
102377.857504,0,60,2,7,5,135000,1,41102.718849,1
102387.96659,0,57,3,10,6,135000,16,336447.884741,1
119170.884136,0,26,1,3,0,135000,29,154853.389484,0
65198.549741,32900.166514,39,0,4,4,135000,22,316017.023137,0
111023.115571,0,75,0,3,6,135000,25,133288.43241,0
77807.3448,0,22,4,11,0,135000,8,313394.021682,0
75537.89879,72571.130172,70,2,3,5,135000,29,415371.269313,0
55795.452736,11251.727428,42,4,6,3,135000,17,132537.334895,1
139231.729976,0,79,0,8,4,135000,18,474308.194761,0
147154.689898,0,46,1,17,0,135000,28,192635.09668,1
83320.707866,0,33,1,12,7,135000,18,190242.980359,0
143807.264498,0,52,4,5,5,135000,10,99863.384727,1
86366.668647,0,39,4,9,8,127927.902953,11,81118.572281,1
22597.33581,54766.838962,29,2,1,7,135000,5,158770.077516,0
140156.044064,0,23,0,12,2,135000,5,193057.724198,0
33877.04815,60609.168942,20,2,20,2,135000,9,296607.041259,0
40984.200781,10000,62,0,14,4,135000,8,329962.034726,0
103298.656864,0,21,3,12,4,135000,16,41089.884542,0
131900.294544,0,58,3,16,0,135000,2,283648.825421,0
26103.774689,51915.620102,52,2,4,3,135000,23,328801.943059,1
131290.247479,0,67,1,8,0,135000,2,419013.449988,0
65126.972824,33142.916507,38,4,12,5,135000,6,157267.937332,0
100720.894343,0,59,0,12,7,121675.034606,11,492573.112812,1
46394.038286,14647.318024,55,4,2,5,135000,20,232409.459722,1
71591.833404,50009.790833,45,3,3,6,135000,5,34714.638446,1
36467.988492,59028.931977,45,1,11,5,135000,28,189707.167695,1
78673.812969,0,44,2,18,2,135000,17,111287.736469,1
31267.360788,56772.394202,22,2,7,0,135000,24,53236.837167,0
84149.157189,0,25,3,3,8,135000,29,312335.892544,0
24414.22439,38950.597144,72,3,13,1,135000,2,151902.799183,0
109576.205932,0,80,2,15,1,135000,20,173121.484391,0
91988.373341,0,39,1,9,7,135000,8,160696.697867,1
144535.865413,0,29,4,7,1,135000,27,234737.21796,0
70039.108592,48064.09721,30,1,19,8,67537.012292,6,25493.620975,0
34030.975408,60776.64132,43,3,8,3,135000,15,24954.080775,1
80755.980556,0,40,4,16,7,135000,12,340951.66284,1
108865.272371,0,42,1,8,0,135000,12,148376.807537,1
99642.648178,0,32,4,18,1,135000,29,163666.331589,0
81449.363598,0,67,2,15,4,135000,7,30873.920157,0
124037.192198,0,44,3,19,6,135000,3,300058.448461,1
97401.141553,0,62,4,8,6,135000,16,102351.675805,0
84651.264762,0,21,3,14,1,135000,12,54922.867302,0
134980.697824,0,55,0,18,8,82513.464935,17,43535.70591,1
29429.928387,53494.150445,37,0,20,2,135000,21,388656.353362,0
124519.104901,0,70,3,18,2,135000,12,114420.397581,0
136331.536304,0,70,4,13,0,135000,9,448200.449873,0
78443.040236,0,79,2,1,7,111561.151333,27,338224.659086,0
143338.579763,0,75,1,8,3,135000,20,145315.649231,0
124263.364172,0,54,1,14,1,135000,28,292468.265418,1
95943.722273,0,67,1,1,8,119860.948688,29,187537.507077,0
80767.805083,0,31,3,14,2,135000,28,239789.581009,0
98614.617492,0,59,1,2,6,135000,17,94268.802045,0
118646.040161,0,61,3,20,4,135000,18,50639.333879,0
100389.161194,0,29,1,8,2,135000,8,82707.063785,0
78742.332695,0,64,1,8,5,135000,2,71610.612859,0
41782.774457,32801.997409,55,0,20,1,135000,4,447774.844509,1
28474.968283,10000,71,2,19,6,135000,3,77552.481015,0
117102.969819,0,52,0,1,0,135000,6,28799.69798,1
43920.760603,15875.629326,62,3,1,3,135000,11,419263.881596,0
53895.471934,59971.242387,57,3,19,5,135000,18,214218.677387,1
38381.513022,41336.973007,69,2,4,0,135000,8,363757.809998,0
95064.577777,0,59,0,10,7,135000,5,371721.221753,1
57538.812398,25256.895276,73,4,10,2,135000,10,373324.414705,0
141584.844454,0,76,3,4,2,135000,22,430184.645567,0
50638.551729,59237.297701,60,1,20,0,135000,10,145644.929274,1
96886.855358,0,26,0,13,6,135000,25,84359.77324,0
103782.471091,0,54,3,4,4,135000,5,274260.220938,1
83155.21778,0,53,1,17,6,135000,8,400394.19874,1
98141.130183,0,63,4,17,4,135000,12,108331.241039,0
44842.515117,73205.128325,75,1,15,6,135000,4,337783.649195,0
143099.883085,0,70,4,4,4,135000,7,385492.809035,0
139280.275794,0,46,1,16,3,135000,28,217748.827187,1
111921.032352,0,66,2,5,7,135000,14,404900.642062,0
63312.051018,21099.102622,49,3,2,4,135000,25,403869.233705,1
28172.337966,37053.445333,20,1,20,0,135000,3,415258.197068,0
52766.219417,36462.079411,43,1,10,7,121886.42672,28,416459.476259,1
138836.118904,0,23,2,13,7,135000,5,432600.52112,0
117616.553947,0,61,1,10,5,135000,16,308431.471492,1
40851.930056,73970.766379,45,0,15,2,135000,22,373951.300469,1
129382.619483,0,67,1,12,2,135000,22,27915.866582,0
149663.862734,0,48,2,5,3,135000,7,396217.48099,1
41958.073541,48034.860221,64,1,17,6,135000,2,328445.868688,0
133908.751852,0,32,0,6,4,135000,7,25746.344207,0
40240.980389,16838.353338,20,2,9,0,135000,19,497250.551989,0
132368.252183,0,23,1,16,2,135000,8,345529.568081,0
22135.613143,57113.509172,68,3,18,8,60067.161893,16,302671.5636,0
75728.75365,0,28,4,1,2,135000,2,404337.839411,0
42147.623355,33836.325269,20,0,2,3,135000,4,91737.600509,0
102617.008062,0,50,3,12,1,135000,29,150363.838295,1
66611.1312,17705.186534,54,1,13,0,135000,13,0,1
30387.904686,31658.200088,71,3,8,1,135000,3,429109.208467,0
89801.086556,0,71,2,5,0,135000,21,294501.285618,0
69486.385517,27000.787286,28,1,14,2,135000,24,35946.482538,0
101519.560255,0,65,0,16,6,135000,8,250763.793641,0
33761.636677,35706.671482,38,2,19,0,135000,9,62501.608882,1
124734.952073,0,33,2,19,6,135000,12,289988.882785,0
88183.1224,0,73,2,6,1,135000,20,232904.842931,0
125591.112114,0,24,4,10,3,135000,7,336577.034452,0
97497.97335,0,37,2,17,2,135000,15,69279.865217,0
126116.091716,0,41,4,9,0,135000,15,0,1
55228.904579,20574.022212,76,1,3,8,114825.668351,3,167991.735027,0
123128.188641,0,65,2,12,7,135000,4,356126.857941,0
84511.710864,0,78,3,3,1,135000,12,485091.741382,0
68170.201425,70903.754176,44,0,12,1,135000,22,435547.057141,1
90199.677025,0,62,1,14,8,100677.760412,24,60786.170119,0
24774.104461,63665.707075,45,4,15,2,135000,18,266207.414529,1
105956.913862,0,77,4,16,1,135000,7,235862.729982,0
134716.940448,0,41,3,4,1,135000,27,92765.985809,1
91798.73299,0,51,4,20,8,121962.307044,30,52417.174487,1
112166.079471,0,49,1,4,2,135000,20,92860.878193,1
34526.20972,37015.266068,24,1,18,2,135000,2,59706.346425,0
51662.534897,25912.54017,38,2,17,5,135000,17,274675.612743,0
35472.631549,24208.629833,76,2,12,4,135000,19,422403.948612,0
47068.677775,30832.207066,23,0,19,1,135000,28,376750.463791,0
123717.616243,0,34,4,4,2,135000,20,451112.352057,0
27406.650859,57453.958494,45,2,16,6,135000,26,48219.341231,1
90560.761484,0,32,2,12,2,135000,3,0,0
61674.666859,25951.001223,55,2,7,5,135000,18,50246.349423,1
100876.402115,0,80,3,6,4,135000,15,297951.447151,0
55595.64691,47104.396145,64,4,20,1,135000,11,216904.797298,0
66241.299006,33623.339431,79,2,17,7,113504.307132,9,296599.802899,0
27542.47432,37103.851755,49,2,12,6,135000,12,43105.267167,1
113290.152846,0,21,3,16,6,135000,1,175361.215039,0
105703.897233,0,70,0,16,6,135000,16,476384.382526,0
128431.654175,0,50,2,2,3,135000,21,24732.696648,1
121037.214463,0,50,3,18,3,135000,1,408676.571783,1
73613.055413,0,60,4,16,4,135000,7,387259.74214,1
85030.403365,0,28,0,5,4,135000,29,328151.110916,0
79728.604012,0,32,4,12,3,135000,5,223258.919287,0
62785.931869,71981.611591,80,4,13,0,135000,13,88690.158564,0
36081.524935,48141.338855,70,0,7,7,135000,20,29043.953931,0
84844.552507,0,24,4,4,5,135000,10,154167.842884,0
86856.138663,0,42,0,16,1,135000,14,180325.011324,0
150000,0,34,0,12,0,135000,24,213949.004379,0
126805.065576,0,25,4,8,2,135000,7,421117.341268,0
51359.646563,28090.618389,66,1,1,7,135000,17,420460.991564,0
101473.964298,0,35,4,12,0,135000,5,364640.310592,0
100792.744083,0,65,0,4,8,68247.404062,6,224234.091833,0
72726.279625,19855.009643,28,4,11,7,135000,21,445551.202195,0
67110.80973,11954.73099,29,4,18,7,135000,23,27192.415314,0
113681.801851,0,47,0,3,7,135000,30,198765.227039,1
140359.566353,0,80,3,14,5,135000,23,364133.932559,0
25326.531971,56912.988745,67,3,10,3,135000,28,406003.847334,0
80861.651323,0,79,0,20,4,135000,6,129979.966973,0
126089.34959,0,32,0,15,4,135000,12,52488.236512,0
83037.4131,0,46,1,10,1,135000,19,357672.047875,1
70131.594566,40898.405904,22,0,14,3,135000,28,104769.219966,0
84981.238686,0,76,1,4,8,108667.732242,27,267556.419079,0
71914.850264,18817.176603,34,1,7,2,135000,29,210859.162527,0
58227.357541,64720.997568,59,3,12,4,135000,19,30813.52491,0
140927.811538,0,36,2,4,5,135000,2,49415.218804,0
109162.328326,0,38,3,7,1,135000,8,275202.346018,1
120666.028449,0,22,2,18,8,111854.39883,5,0,0
41152.095121,41658.926831,56,2,14,5,135000,4,500000,1
69994.935334,0,68,1,15,7,135000,7,422831.047657,0
78284.958306,0,51,1,2,4,135000,16,226965.952206,1
120930.11247,0,67,1,4,1,135000,25,446318.418004,0
50943.190833,61874.850093,29,0,4,1,135000,12,247777.445602,0
125664.985783,0,20,3,8,3,135000,29,311759.97131,0
38001.256722,37672.026146,39,1,7,6,135000,4,424859.51224,0
125231.12295,0,57,3,15,8,72689.377667,10,451439.400557,1
117846.877118,0,69,2,8,4,135000,10,259880.549881,0
75186.759863,0,69,4,13,5,135000,16,15904.268597,0
144258.243156,0,50,1,5,8,67308.024206,2,281954.67135,1
129847.495043,0,68,2,19,5,135000,28,185347.623994,0
88440.608779,0,79,1,8,5,135000,5,116056.43686,0
32106.267921,41942.463771,24,2,6,4,135000,4,8489.56592,0
88951.768543,0,74,0,19,2,135000,8,56797.155752,0
53239.652223,27030.071163,65,1,8,3,135000,20,159378.544406,0
92914.682988,0,72,4,3,5,135000,11,255303.429553,0
20000,10486.469535,50,4,18,4,135000,1,106728.183315,1
33126.108095,47008.4656,68,1,16,5,135000,20,29410.889912,0
139875.093667,0,33,4,4,8,62856.190515,2,337202.95239,0
52524.724296,75000,38,4,8,7,135000,10,42008.390433,1
147109.617978,0,36,0,6,5,135000,12,247877.784264,0
38056.891364,15137.885773,53,4,9,8,135000,5,112405.37007,1
104366.351123,0,74,0,16,7,135000,15,383328.008359,0
79877.152727,0,26,3,3,4,135000,21,392719.862772,0
38014.072198,66555.957229,38,4,7,3,135000,15,9414.502849,0
67717.728091,46080.970165,22,0,9,2,135000,5,333304.906395,0
136492.221851,0,35,0,10,3,135000,29,341278.686454,0
121495.540522,0,31,2,14,7,135000,16,6326.914031,0
118735.095906,0,60,3,18,3,135000,7,462528.115771,0
76892.781385,52893.033655,22,1,18,3,135000,12,112009.856494,0
114051.665367,0,80,1,5,5,135000,20,368849.678089,0
129049.304623,0,41,4,7,7,135000,10,215890.144951,1
98747.536408,0,33,1,14,7,135000,30,363835.473958,0
95154.590002,0,43,3,6,4,135000,26,216137.453007,1
119938.449196,0,33,1,17,4,135000,12,427726.826798,0
32823.840973,33126.153276,69,0,1,2,135000,2,330470.172138,0
108194.297513,0,60,0,16,8,110795.88141,2,63262.254467,0
77182.642663,0,58,0,16,3,135000,21,470772.336111,1
134162.442561,0,46,1,1,7,135000,22,133972.020497,1
59923.530783,44334.600794,30,3,6,4,135000,12,271462.710153,0
90092.269767,0,38,2,2,4,135000,23,2960.830445,1
20000,49262.919234,55,3,13,6,135000,9,76301.492428,1
22200.23655,22342.358851,30,2,14,0,135000,19,255048.253841,0
126766.515274,0,49,1,7,0,135000,21,201482.826908,1
48821.207332,35579.89791,20,2,7,1,135000,20,292973.175973,0
143198.95567,0,21,1,10,7,135000,20,360370.953878,0
90317.6563,0,57,2,4,5,135000,28,401940.985255,1
100760.283186,0,47,0,3,5,135000,21,359084.179084,1
108660.79545,0,37,2,16,1,135000,29,407763.387487,1
26631.115525,18743.564608,44,3,5,4,135000,2,392756.03472,1
57534.947403,75000,31,3,14,6,135000,25,340242.848471,0
150000,0,31,1,6,5,135000,20,18746.062546,0
145473.72901,0,30,4,10,3,135000,3,496336.633375,0
85455.100771,0,67,2,15,2,135000,24,38195.877753,0
40907.296533,45987.980317,40,4,12,3,135000,2,373519.968704,1
51209.436755,59045.22742,75,3,15,0,135000,9,471146.930587,0
74655.432594,51332.813118,30,0,20,4,135000,17,144253.845511,0
80011.434063,0,25,2,5,2,135000,27,16305.621168,0
39788.973594,37810.554084,77,0,6,7,135000,7,262594.503728,0
144477.94626,0,79,1,18,4,135000,24,185970.904411,0
133129.836273,0,26,2,8,2,135000,16,454015.33744,0
81246.850087,0,45,3,5,1,135000,18,478720.734628,1
87644.888356,0,64,2,4,6,135000,21,269107.359824,0
47946.206186,23661.5849,74,1,18,2,135000,22,325803.92574,0
26181.788166,19241.817637,34,3,18,1,135000,15,358373.801175,0
29100.657108,51860.747461,47,3,2,6,135000,23,123686.984553,1
150000,0,54,3,5,3,135000,4,452900.601954,1
94215.509823,0,70,2,19,3,135000,9,320868.97443,0
36491.343043,69814.749952,60,0,11,6,135000,14,21063.102617,0
67583.093411,46629.29627,40,4,20,8,123795.277788,23,462167.723642,1
83674.783619,0,52,2,17,3,135000,4,393531.426964,1
53378.905529,67921.697619,31,4,4,3,135000,15,29724.581176,0
38347.606383,67431.843282,29,1,3,0,135000,18,302440.833735,0
39605.613293,20650.019022,37,4,14,1,135000,4,229431.429684,0
150000,0,60,0,6,8,62209.981296,20,0,1
29145.052021,63750.431604,46,3,14,2,135000,21,413792.093581,1
41927.389473,21344.548084,77,3,12,2,135000,30,411092.879336,0
96174.1583,0,42,4,18,1,135000,17,16637.782701,0
120683.056682,0,23,1,7,2,135000,15,213369.543732,0
68366.166367,15127.970286,70,0,8,2,135000,5,177422.910466,0
101576.553371,0,37,1,6,7,135000,21,17597.548561,0
91741.341912,0,34,4,7,4,135000,10,32916.263593,0
52402.630383,54431.922323,60,1,14,3,135000,15,153606.110535,0
20000,38440.545786,46,3,11,4,135000,24,24278.056797,1
115304.83465,0,25,0,10,4,135000,24,190231.321248,0
69686.111812,66619.132208,44,1,4,0,135000,28,95997.85733,1
51415.905326,62207.434032,39,4,13,2,135000,17,455361.583298,0
111699.171737,0,33,4,4,0,135000,26,348029.455479,0
131707.649322,0,32,3,14,2,135000,14,318643.402651,0
148919.50452,0,23,0,19,5,135000,11,362707.201995,0
43427.748917,50251.778892,25,1,4,2,135000,24,197251.634572,0
33956.114457,50677.71315,53,2,16,4,135000,27,429541.482957,1
115828.059987,0,68,1,1,2,135000,16,18030.926397,0
105146.640107,0,50,1,15,0,135000,6,386100.127477,1
126690.533162,0,34,3,13,1,135000,20,130693.94242,0
99713.753427,0,29,3,12,8,135000,7,121723.757921,0
92615.61198,0,58,3,18,2,135000,5,156798.075659,1
147261.71238,0,77,3,13,7,112274.065812,2,265937.907712,0
97953.53656,0,59,4,7,8,119455.03494,25,457752.007235,1
146023.573558,0,37,2,10,2,135000,25,321669.919565,1
111752.190276,0,57,2,10,5,135000,1,298985.083987,1
126576.095014,0,48,2,10,4,135000,3,133080.197267,1
112042.764709,0,67,0,5,7,135000,10,102123.873292,0
86634.13251,0,58,4,8,6,135000,13,62677.822832,1
130998.025424,0,33,1,6,8,124332.109941,1,44132.730973,0
22525.553467,69146.309245,44,0,11,1,135000,22,272823.275655,1
137287.502779,0,72,3,13,0,135000,14,346449.849832,0
114207.19544,0,62,2,20,4,135000,29,357424.104568,0
113499.656342,0,30,2,2,7,135000,13,438957.552571,0
38186.911588,75000,54,0,16,6,135000,17,16086.423048,1
64701.596778,47905.102425,65,0,6,7,131888.561023,21,471612.274797,0
56898.05694,26862.952211,24,1,1,6,135000,27,306946.907165,0
114395.869253,0,58,0,10,0,135000,19,165181.696178,1
46201.105571,43437.73118,56,1,18,7,135000,27,483987.302903,1
129455.396122,0,72,2,12,1,135000,20,5794.417635,0
39866.864589,25326.233216,31,0,19,2,135000,30,308537.577424,0
144302.426422,0,69,0,3,3,135000,27,209210.953489,0
119578.318942,0,55,1,11,6,135000,26,394388.62059,1
49104.218619,52378.375738,34,3,7,7,127532.049401,8,500000,0
76217.975363,0,30,1,16,7,123439.76366,14,423390.360842,0
23247.752332,49878.830412,21,4,18,4,135000,19,275547.506401,0
97481.023739,0,20,2,5,4,135000,3,406829.468769,0
46683.107751,21418.97874,51,0,16,1,135000,17,359282.736648,1
144262.634446,0,60,4,18,4,135000,17,435470.748564,0
133167.565719,0,31,3,15,1,135000,28,246672.274576,0
81648.266668,0,68,4,18,8,135000,20,119645.378442,0
25164.928189,29632.888341,31,4,15,6,135000,18,26332.382499,0
58689.466725,38045.360329,33,3,8,5,135000,8,459145.564221,0
65932.926035,48552.018333,52,1,16,2,135000,21,398707.048055,1
23122.462096,62435.072918,25,3,4,0,135000,9,236424.323885,0
143075.563379,0,74,3,17,5,135000,29,264651.984196,0
83594.752262,0,46,2,17,8,135000,26,398033.714976,1
145390.646471,0,65,3,18,0,135000,7,320227.924929,0
24024.068683,33228.045709,36,0,7,2,135000,30,116208.837344,0
118765.648419,0,35,4,16,3,135000,2,419233.222132,0
76848.815771,49950.845214,25,3,5,8,115208.088043,20,32650.953477,0
147684.41865,0,64,3,5,3,135000,11,360761.562968,0
71895.947138,43137.188882,30,2,11,5,135000,1,88101.002351,0
107445.475847,0,66,1,11,3,135000,10,484648.511843,0
117818.610884,0,32,3,17,4,135000,29,82083.673432,0
77988.89401,0,31,1,17,8,135000,16,127632.027269,0
31790.029892,60188.992683,59,2,10,7,135000,6,41599.148118,1
130436.944267,0,44,1,8,7,101659.059931,9,430396.955032,1
